,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
201903140ORL,ORL,ORL,CLE,"Amway Center, Orlando, Florida",conference,2019-03-14 19:00:00,2019-03-14 21:00:00,0,36,25,27,32,[],120,-2,1.0,"['fournev01', 'isaacjo01', 'gordoaa01', 'vucevni01', 'augusdj01', 'rosste01', 'grantje02', 'iwundwe01', 'birchkh01', 'martija01', 'caupatr01', 'frazime01', 'jeffeam01']","[31, 38]",1,562823020.0,43294078.461538464,69,20,21,22,28,[],91,-1,2.0,"['sextoco01', 'osmande01', 'zizican01', 'knighbr03', 'loveke01', 'clarkjo01', 'stausni01', 'chrisma01', 'nwabada01', 'adelde01', 'fryech01']","[17, 51]",1,554676068.0,50425097.09090909,68
201903140TOR,TOR,TOR,LAL,"Scotiabank Arena, Toronto, Canada",none,2019-03-14 20:00:00,2019-03-14 22:00:00,0,33,32,25,21,[],111,-1,3.0,"['siakapa01', 'leonaka01', 'gasolma01', 'linje01', 'greenda02', 'mccawpa01', 'powelno01', 'anunoog01', 'millema01', 'bouchch01', 'moreler01', 'loydjo01', 'ibakase01']","[48, 20]",1,850804196.0,65446476.615384616,68,25,29,30,14,[],98,1,2.0,"['jamesle01', 'kuzmaky01', 'bullore01', 'rondora01', 'mcgeeja01', 'hartjo01', 'carusal01', 'caldwke01', 'wagnemo01', 'willijo04', 'ingraan01', 'muscami01', 'bongais01']","[31, 36]",0,773615176.0,59508859.692307696,67
201903140UTA,UTA,UTA,MIN,"Vivint Smart Home Arena, Salt Lake City, Utah",division,2019-03-14 21:00:00,2019-03-14 23:00:00,0,34,30,27,29,[],120,1,1.0,"['mitchdo01', 'inglejo01', 'goberru01', 'favorde01', 'rubiori01', 'crowdja01', 'onealro01', 'korveky01', 'netora01', 'niangge01', 'exumda01', 'udohek01', 'sefolth01']","[38, 29]",2,783359271.0,60258405.461538464,67,25,30,26,19,[],100,-1,2.0,"['wiggian01', 'jonesty01', 'townska01', 'saricda01', 'okogijo01', 'bateske01', 'bayleje01', 'gibsota01', 'reynoca01', 'tollian01', 'dienggo01', 'terreja01', 'willicj01']","[32, 36]",1,569372751.0,43797903.92307692,68
201903150DET,DET,DET,LAL,"Little Caesars Arena, Detroit, Michigan",none,2019-03-15 19:00:00,2019-03-15 21:00:00,0,27,19,31,34,[],111,-2,2.0,"['drumman01', 'griffbl01', 'jacksre01', 'ellinwa01', 'brownbr01', 'gallola01', 'kennalu01', 'smithis01', 'makerth01', 'pachuza01', 'thomakh01', 'robingl02', 'caldejo01']","[34, 33]",0,823175944.0,63321226.461538464,67,22,18,22,35,[],97,-1,1.0,"['kuzmaky01', 'rondora01', 'mcgeeja01', 'bullore01', 'muscami01', 'caldwke01', 'carusal01', 'wagnemo01', 'willijo04', 'ingraan01', 'bongais01', 'hartjo01', 'stephla01']","[31, 37]",1,420154083.0,32319544.846153848,68
201903150HOU,HOU,HOU,PHO,"Toyota Center, Houston, Texas",conference,2019-03-15 20:00:00,2019-03-15 22:00:00,0,26,29,28,25,[],108,-1,2.0,"['hardeja01', 'houseda01', 'gordoer01', 'capelca01', 'tuckepj01', 'riverau01', 'shumpim01', 'farieke01', 'greenge01', 'clarkga01', 'paulch01', 'hilarne01']","[42, 26]",1,1223816431.0,101984702.58333331,68,31,26,28,17,[],102,-1,2.0,"['bookede01', 'oubreke01', 'aytonde01', 'bendedr01', 'danietr01', 'bridgmi01', 'jacksjo02', 'crawfja01', 'holmeri01', 'johnsty01', 'spaldra01']","[16, 53]",0,469240208.0,42658200.72727273,69
201903150LAC,LAC,LAC,CHI,"STAPLES Center, Los Angeles, California",none,2019-03-15 22:30:00,2019-03-16 00:30:00,0,29,28,45,26,[],128,-1,3.0,"['gallida01', 'beverpa01', 'gilgesh01', 'shamela01', 'zubaciv01', 'willilo02', 'harremo01', 'greenja01', 'chandwi01', 'templga01', 'thornsi01', 'wallaty01']","[39, 30]",1,575397166.0,47949763.833333336,69,34,29,21,37,[],121,-3,3.0,"['lavinza01', 'lopezro01', 'porteot01', 'markkla01', 'dunnkr01', 'seldewa01', 'harrish01', 'luwawti01', 'feliccr01', 'arcidry01', 'blakean01']","[19, 50]",0,436663542.0,39696685.63636363,69
201903150MIA,MIL,MIA,MIL,"AmericanAirlines Arena, Miami, Florida",conference,2019-03-15 20:00:00,2019-03-15 22:00:00,0,37,25,18,18,[],98,1,2.0,"['richajo01', 'olynyke01', 'winslju01', 'adebaba01', 'waitedi01', 'wadedw01', 'dragigo01', 'whiteha01', 'jonesde02', 'mcgruro01', 'hasleud01', 'anderry01', 'johnsja01']","[32, 35]",1,1021732629.0,78594817.61538461,67,19,23,37,34,[],113,1,3.0,"['antetgi01', 'bledser01', 'middlkh01', 'lopezbr01', 'brogdma01', 'mirotni01', 'connapa01', 'ilyaser01', 'snellto01', 'wilsodj01', 'hillge01', 'gasolpa01', 'divindo01']","[51, 17]",1,1199158853.0,92242988.6923077,68
201903150NOP,POR,NOP,POR,"Smoothie King Center, New Orleans, Louisiana",conference,2019-03-15 20:00:00,2019-03-15 22:00:00,0,37,20,25,28,[],110,-4,3.0,"['randlju01', 'paytoel01', 'jacksfr01', 'willike04', 'okafoja01', 'milleda01', 'clarkia01', 'diallch01', 'smithja02', 'johnsst04', 'davisan02', 'bertada02', 'hillso01']","[30, 40]",0,480007508.0,36923654.461538464,70,30,26,31,35,[],122,2,3.0,"['mccolcj01', 'lillada01', 'hoodro01', 'aminual01', 'nurkiju01', 'colliza01', 'kanteen01', 'curryse01', 'turneev01', 'laymaja01', 'labissk01', 'simonan01', 'leoname01']","[41, 26]",2,848064903.0,65235761.76923077,67
201903150PHI,PHI,PHI,SAC,"Wells Fargo Center, Philadelphia, Pennsylvania",none,2019-03-15 19:00:00,2019-03-15 21:00:00,0,33,29,37,24,[],123,2,3.0,"['simmobe01', 'embiijo01', 'butleji01', 'harrito02', 'redicjj01', 'scottmi01', 'ennisja01', 'marjabo01', 'mccontj01', 'simmojo02', 'boldejo01', 'johnsam01']","[43, 25]",0,887734890.0,73977907.5,68,29,29,31,25,[],114,-2,1.0,"['barneha02', 'hieldbu01', 'caulewi01', 'foxde01', 'bjeline01', 'bogdabo01', 'baglema01', 'ferreyo01', 'gilesha01', 'breweco01', 'burksal01', 'koufoko01', 'swanica01']","[33, 34]",1,615367222.0,47335940.15384615,67
201903150SAS,SAS,SAS,NYK,"AT&T Center, San Antonio, Texas",none,2019-03-15 20:30:00,2019-03-15 22:30:00,0,31,25,26,27,[],109,6,3.0,"['aldrila01', 'poeltja01', 'derozde01', 'forbebr01', 'whitede01', 'millspa02', 'belinma01', 'bertada01', 'gayru01', 'cunnida01', 'metuch01', 'walkelo01', 'pondequ01']","[39, 29]",0,880748780.0,67749906.15384616,68,20,21,28,14,[],83,-7,3.0,"['mudiaem01', 'dotsoda01', 'jordade01', 'knoxke01', 'vonleno01', 'allenka01', 'robinmi01', 'trieral01', 'thomala01', 'kornelu01', 'jenkijo01', 'ellenhe01', 'hezonma01']","[13, 55]",1,297200680.0,22861590.769230768,68
201903150WAS,CHO,WAS,CHO,"Capital One Arena, Washington, District of Columbia",division,2019-03-15 19:00:00,2019-03-15 21:00:00,0,26,27,25,32,[],110,2,2.0,"['bealbr01', 'greenje02', 'arizatr01', 'portibo01', 'satorto01', 'parkeja01', 'bryanth01', 'browntr01', 'dekkesa01', 'randlch01', 'mahinia01', 'johnswe01']","[29, 39]",1,670202205.0,55850183.75,68,40,26,29,21,[],116,-2,4.0,"['walkeke02', 'batumni01', 'willima02', 'biyombi01', 'bridgmi02', 'lambje01', 'bacondw01', 'kaminfr01', 'kiddgmi01', 'parketo01', 'monkma01', 'grahade01', 'hernawi01']","[30, 37]",2,928350767.0,71411597.46153846,67
201903160BOS,BOS,BOS,ATL,"TD Garden, Boston, Massachusetts",conference,2019-03-16 12:30:00,2019-03-16 14:30:00,0,43,31,31,24,[],129,1,2.0,"['irvinky01', 'smartma01', 'morrima03', 'tatumja01', 'horfoal01', 'brownja02', 'baynear01', 'roziete01', 'theisda01', 'ojelese01', 'haywago01', 'wanambr01', 'williro04']","[42, 27]",3,1061579019.0,81659924.53846154,69,36,26,30,28,[],120,2,3.0,"['collijo01', 'youngtr01', 'princta02', 'dedmode01', 'huertke01', 'bazemke01', 'cartevi01', 'bembrde01', 'adamsja01', 'lenal01', 'anderju01', 'johnsbj01', 'zellety01']","[24, 45]",0,473727510.0,36440577.692307696,69
201903160DAL,DAL,DAL,CLE,"American Airlines Center, Dallas, Texas",none,2019-03-16 20:30:00,2019-03-16 22:30:00,0,34,32,34,21,[],121,-7,2.0,"['hardati02', 'finnedo01', 'poweldw01', 'nowitdi01', 'brunsja01', 'klebima01', 'harride01', 'burketr01', 'jacksju01', 'antetko01', 'mejrisa01', 'broekry01', 'leeco01']","[27, 41]",1,657755778.0,50596598.307692304,68,26,31,31,28,[],116,-2,2.0,"['sextoco01', 'osmande01', 'loveke01', 'zizican01', 'knighbr03', 'clarkjo01', 'stausni01', 'chrisma01', 'nwabada01', 'thomptr01', 'fryech01', 'adelde01']","[17, 52]",0,672813789.0,56067815.75,69
201903160DEN,DEN,DEN,IND,"Pepsi Center, Denver, Colorado",none,2019-03-16 21:00:00,2019-03-16 23:00:00,0,25,32,22,23,[],102,2,2.0,"['murraja01', 'bartowi01', 'jokicni01', 'millspa01', 'harriga01', 'morrimo01', 'plumlma01', 'beaslma01', 'hernaju01', 'craigto01', 'lylestr01', 'vandeja01', 'thomais02']","[45, 22]",0,741227143.0,57017472.538461536,67,36,24,15,25,[],100,2,2.0,"['turnemy01', 'youngth01', 'matthwe02', 'bogdabo02', 'collida01', 'sabondo01', 'josepco01', 'evansty01', 'mcderdo01', 'leaftj01', 'oquinky01', 'holidaa01']","[44, 25]",0,721458402.0,60121533.5,69
201903160NOP,PHO,NOP,PHO,"Smoothie King Center, New Orleans, Louisiana",conference,2019-03-16 19:00:00,2019-03-16 21:00:00,0,31,29,25,37,[],136,-5,1.0,"['paytoel01', 'jacksfr01', 'randlju01', 'willike04', 'davisan02', 'milleda01', 'diallch01', 'okafoja01', 'clarkia01', 'johnsst04', 'bertada02', 'smithja02', 'hillso01']","[30, 41]",2,480007508.0,36923654.461538464,71,34,32,23,33,[],138,-2,1.0,"['oubreke01', 'bookede01', 'bendedr01', 'meltode01', 'aytonde01', 'bridgmi01', 'jacksjo02', 'spaldra01', 'danietr01', 'holmeri01', 'okoboel01', 'johnsty01', 'crawfja01']","[16, 54]",0,492639064.0,37895312.615384616,70
201903160OKC,GSW,OKC,GSW,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",conference,2019-03-16 20:30:00,2019-03-16 22:30:00,0,27,19,25,17,[],88,-1,2.0,"['georgpa01', 'adamsst01', 'westbru01', 'fergute01', 'grantje01', 'schrode01', 'naderab01', 'morrima02', 'noelne01', 'burtode02', 'diallha01', 'pattepa01', 'feltora01']","[42, 27]",1,992222294.0,76324791.84615384,69,40,24,23,23,[],110,1,3.0,"['greendr01', 'thompkl01', 'curryst01', 'couside01', 'iguodan01', 'looneke01', 'mckinal01', 'livinsh01', 'cookqu01', 'belljo01', 'jerebjo01', 'evansja02', 'leeda03']","[46, 21]",1,997215620.0,76708893.84615384,67
201903160SAS,SAS,SAS,POR,"AT&T Center, San Antonio, Texas",conference,2019-03-16 20:30:00,2019-03-16 22:30:00,0,23,25,24,36,[],108,7,1.0,"['aldrila01', 'derozde01', 'whitede01', 'forbebr01', 'poeltja01', 'belinma01', 'millspa02', 'gayru01', 'bertada01', 'cunnida01', 'pondequ01', 'walkelo01', 'eubandr01']","[40, 29]",1,879841052.0,67680080.92307693,69,21,29,26,27,[],103,3,1.0,"['lillada01', 'nurkiju01', 'harklma01', 'aminual01', 'mccolcj01', 'hoodro01', 'laymaja01', 'curryse01', 'turneev01', 'kanteen01', 'colliza01', 'leoname01', 'labissk01']","[42, 26]",2,895683263.0,68898712.53846154,68
201903160UTA,UTA,UTA,BRK,"Vivint Smart Home Arena, Salt Lake City, Utah",none,2019-03-16 21:00:00,2019-03-16 23:00:00,0,28,31,24,31,[],114,2,2.0,"['mitchdo01', 'goberru01', 'inglejo01', 'rubiori01', 'favorde01', 'crowdja01', 'onealro01', 'korveky01', 'netora01', 'niangge01', 'udohek01']","[39, 29]",1,691443865.0,62858533.18181818,68,21,21,22,34,[],98,-1,3.0,"['leverca01', 'russeda01', 'harrijo01', 'allenja01', 'kurucro01', 'dinwisp01', 'grahatr01', 'carrode01', 'davised01', 'dudleja01', 'pinsoth01', 'holliro01', 'willial03']","[36, 34]",0,496278391.0,38175260.84615385,70
201903160WAS,WAS,WAS,MEM,"Capital One Arena, Washington, District of Columbia",none,2019-03-16 19:00:00,2019-03-16 21:00:00,0,35,34,36,30,[],135,-1,1.0,"['bealbr01', 'satorto01', 'greenje02', 'arizatr01', 'portibo01', 'parkeja01', 'browntr01', 'bryanth01', 'randlch01', 'mcraejo01', 'mahinia01', 'dekkesa01', 'johnswe01']","[29, 40]",0,672974038.0,51767233.692307696,69,37,34,32,25,[],128,-1,3.0,"['conlemi01', 'bradlav01', 'holidju01', 'valanjo01', 'cabocbr01', 'noahjo01', 'wrighde01', 'parsoch01', 'rabbiv01', 'dorsety01', 'milescj01']","[28, 41]",1,811540473.0,73776406.63636364,69
201903170DET,DET,DET,TOR,"Little Caesars Arena, Detroit, Michigan",conference,2019-03-17 16:00:00,2019-03-17 18:00:00,0,25,25,28,32,[],110,1,2.0,"['drumman01', 'griffbl01', 'ellinwa01', 'jacksre01', 'brownbr01', 'gallola01', 'kennalu01', 'smithis01', 'makerth01', 'pachuza01', 'robingl02', 'thomakh01', 'leuerjo01']","[35, 33]",2,781676948.0,60128996.0,68,21,26,37,23,[],107,1,3.0,"['gasolma01', 'leonaka01', 'siakapa01', 'greenda02', 'linje01', 'vanvlfr01', 'anunoog01', 'powelno01', 'moreler01', 'mccawpa01', 'millema01', 'ibakase01', 'bouchch01']","[49, 20]",0,911586204.0,70122015.6923077,69
201903170HOU,HOU,HOU,MIN,"Toyota Center, Houston, Texas",conference,2019-03-17 21:00:00,2019-03-17 23:00:00,0,26,24,43,24,[],117,1,2.0,"['hardeja01', 'capelca01', 'paulch01', 'gordoer01', 'tuckepj01', 'shumpim01', 'houseda01', 'greenge01', 'hilarne01', 'clarkga01', 'farieke01', 'riverau01']","[43, 26]",0,1223816431.0,101984702.58333331,69,30,19,29,24,[],102,-2,3.0,"['okogijo01', 'wiggian01', 'townska01', 'jonesty01', 'saricda01', 'gibsota01', 'bateske01', 'bayleje01', 'reynoca01', 'tollian01', 'dienggo01', 'terreja01', 'rosede01']","[32, 37]",2,718878075.0,55298313.461538464,69
201903170LAC,LAC,LAC,BRK,"STAPLES Center, Los Angeles, California",none,2019-03-17 21:00:00,2019-03-17 23:00:00,0,23,37,27,32,[],119,1,2.0,"['gilgesh01', 'gallida01', 'beverpa01', 'shamela01', 'zubaciv01', 'harremo01', 'willilo02', 'templga01', 'greenja01', 'chandwi01', 'thornsi01', 'wallaty01', 'robinje01']","[40, 30]",1,585748606.0,45057585.07692308,70,30,25,32,29,[],116,-2,1.0,"['russeda01', 'leverca01', 'harrijo01', 'allenja01', 'kurucro01', 'dinwisp01', 'carrode01', 'grahatr01', 'davised01', 'dudleja01', 'pinsoth01', 'napiesh01', 'holliro01']","[36, 35]",0,499321753.0,38409365.615384616,71
201903170MIA,MIA,MIA,CHO,"AmericanAirlines Arena, Miami, Florida",division,2019-03-17 13:00:00,2019-03-17 15:00:00,0,19,20,22,32,[],93,-1,2.0,"['richajo01', 'olynyke01', 'adebaba01', 'jonesde02', 'waitedi01', 'wadedw01', 'dragigo01', 'whiteha01', 'johnsja01', 'mcgruro01', 'robindu01', 'hasleud01', 'anderry01']","[32, 36]",1,999251251.0,76865480.84615384,68,20,19,21,15,[],75,1,2.0,"['walkeke02', 'batumni01', 'willima02', 'biyombi01', 'bridgmi02', 'lambje01', 'kaminfr01', 'bacondw01', 'parketo01', 'kiddgmi01', 'monkma01', 'grahade01', 'hernawi01']","[31, 37]",2,928350767.0,71411597.46153846,68
201903170MIL,PHI,MIL,PHI,"Fiserv Forum, Milwaukee, Wisconsin",conference,2019-03-17 15:30:00,2019-03-17 17:30:00,0,28,25,29,43,[],125,2,2.0,"['antetgi01', 'middlkh01', 'lopezbr01', 'bledser01', 'mirotni01', 'connapa01', 'ilyaser01', 'wilsodj01', 'hillge01', 'snellto01', 'woodch01', 'divindo01', 'gasolpa01']","[52, 17]",1,1163997215.0,89538247.3076923,69,31,31,27,41,[],130,3,2.0,"['embiijo01', 'simmobe01', 'butleji01', 'harrito02', 'redicjj01', 'scottmi01', 'mccontj01', 'ennisja01', 'marjabo01', 'johnsam01', 'simmojo02', 'boldejo01']","[44, 25]",0,887734890.0,73977907.5,69
201903170NYK,NYK,NYK,LAL,"Madison Square Garden (IV), New York, New York",none,2019-03-17 12:00:00,2019-03-17 14:00:00,0,41,22,31,30,[],124,-8,2.0,"['dotsoda01', 'knoxke01', 'hezonma01', 'jordade01', 'mudiaem01', 'allenka01', 'trieral01', 'robinmi01', 'thomala01', 'ellenhe01', 'kornelu01', 'jenkijo01']","[13, 56]",1,281896757.0,23491396.416666668,69,30,36,30,27,[],123,-2,2.0,"['jamesle01', 'kuzmaky01', 'rondora01', 'bullore01', 'mcgeeja01', 'carusal01', 'caldwke01', 'willijo04', 'hartjo01', 'wagnemo01', 'bongais01', 'ingraan01', 'muscami01']","[31, 38]",0,773615176.0,59508859.692307696,69
201903170ORL,ORL,ORL,ATL,"Amway Center, Orlando, Florida",division,2019-03-17 18:00:00,2019-03-17 20:00:00,0,28,28,19,26,[],101,1,3.0,"['gordoaa01', 'vucevni01', 'augusdj01', 'fournev01', 'isaacjo01', 'iwundwe01', 'rosste01', 'cartemi01', 'birchkh01', 'jeffeam01', 'frazime01', 'martija01', 'grantje02']","[32, 38]",2,585703223.0,45054094.07692308,70,25,21,22,23,[],91,-1,1.0,"['youngtr01', 'princta02', 'dedmode01', 'huertke01', 'collijo01', 'cartevi01', 'bazemke01', 'lenal01', 'bembrde01', 'adamsja01', 'johnsbj01', 'anderju01', 'zellety01']","[24, 46]",0,473727510.0,36440577.692307696,70
201903170SAC,SAC,SAC,CHI,"Golden 1 Center, Sacramento, California",none,2019-03-17 18:00:00,2019-03-17 20:00:00,0,24,32,43,30,[],129,-3,2.0,"['barneha02', 'foxde01', 'hieldbu01', 'caulewi01', 'bjeline01', 'bogdabo01', 'breweco01', 'baglema01', 'gilesha01', 'ferreyo01', 'burksal01', 'koufoko01', 'masonfr01']","[33, 35]",1,612690769.0,47130059.15384615,68,23,17,31,31,[],102,-4,2.0,"['lavinza01', 'lopezro01', 'porteot01', 'markkla01', 'dunnkr01', 'seldewa01', 'luwawti01', 'arcidry01', 'harrish01', 'feliccr01', 'blakean01', 'hutchch01']","[19, 51]",0,447450281.0,37287523.41666666,70
201903180BOS,DEN,BOS,DEN,"TD Garden, Boston, Massachusetts",none,2019-03-18 19:30:00,2019-03-18 21:30:00,0,22,30,28,25,[],105,2,2.0,"['tatumja01', 'irvinky01', 'morrima03', 'horfoal01', 'smartma01', 'roziete01', 'brownja02', 'baynear01', 'theisda01', 'ojelese01', 'doziepj01', 'yabusgu01', 'wanambr01']","[43, 27]",0,854836476.0,65756652.0,70,24,31,25,34,[],114,3,2.0,"['jokicni01', 'bartowi01', 'harriga01', 'murraja01', 'millspa01', 'craigto01', 'plumlma01', 'morrimo01', 'beaslma01', 'thomais02', 'vandeja01', 'hernaju01', 'lylestr01']","[46, 22]",1,741227143.0,57017472.538461536,68
201903180CLE,CLE,CLE,DET,"Quicken Loans Arena, Cleveland, Ohio",division,2019-03-18 19:00:00,2019-03-18 21:00:00,0,25,35,27,39,[],126,-3,2.0,"['nwabada01', 'osmande01', 'sextoco01', 'knighbr03', 'zizican01', 'clarkjo01', 'stausni01', 'chrisma01', 'fryech01', 'loveke01', 'dellama01', 'nancela02']","[17, 53]",0,637924720.0,53160393.333333336,70,32,29,27,31,[],119,2,1.0,"['drumman01', 'makerth01', 'ellinwa01', 'jacksre01', 'brownbr01', 'gallola01', 'smithis01', 'kennalu01', 'robingl02', 'pachuza01', 'caldejo01', 'thomakh01']","[36, 33]",3,564807376.0,47067281.333333336,69
201903180DAL,NOP,DAL,NOP,"American Airlines Center, Dallas, Texas",division,2019-03-18 20:30:00,2019-03-18 22:30:00,0,34,25,20,31,[],125,1,2.0,"['brunsja01', 'doncilu01', 'poweldw01', 'hardati02', 'nowitdi01', 'finnedo01', 'klebima01', 'harride01', 'mejrisa01', 'jacksju01', 'burketr01', 'broekry01', 'leeco01']","[28, 41]",1,690223529.0,53094117.615384616,69,28,21,35,26,[],129,-6,2.0,"['jacksfr01', 'willike04', 'paytoel01', 'randlju01', 'davisan02', 'milleda01', 'diallch01', 'clarkia01', 'bertada02', 'okafoja01', 'johnsst04', 'smithja02', 'hillso01']","[30, 42]",2,480007508.0,36923654.461538464,72
201903180OKC,MIA,OKC,MIA,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",none,2019-03-18 20:00:00,2019-03-18 22:00:00,0,25,30,20,32,[],107,-2,2.0,"['grantje01', 'georgpa01', 'fergute01', 'schrode01', 'adamsst01', 'morrima02', 'naderab01', 'feltora01', 'burtode02', 'pattepa01', 'diallha01', 'noelne01', 'westbru01']","[42, 28]",1,992222294.0,76324791.84615384,70,27,31,28,30,[],116,1,1.0,"['richajo01', 'olynyke01', 'adebaba01', 'waitedi01', 'jonesde02', 'wadedw01', 'dragigo01', 'johnsja01', 'whiteha01', 'anderry01', 'hasleud01', 'robindu01', 'matenya01']","[33, 36]",0,984025079.0,75694236.84615384,69
201903180PHO,CHI,PHO,CHI,"Talking Stick Resort Arena, Phoenix, Arizona",none,2019-03-18 22:00:00,2019-03-19 00:00:00,0,20,23,30,28,[],101,1,2.0,"['bridgmi01', 'bookede01', 'aytonde01', 'bendedr01', 'meltode01', 'jacksjo02', 'crawfja01', 'danietr01', 'spaldra01', 'okoboel01', 'johnsty01']","[17, 54]",0,416105931.0,37827811.90909091,71,34,22,30,30,[],116,-5,1.0,"['lavinza01', 'harrish01', 'markkla01', 'dunnkr01', 'lopezro01', 'arcidry01', 'seldewa01', 'feliccr01', 'blakean01', 'luwawti01', 'hutchch01']","[19, 52]",1,319230241.0,29020931.0,71
201903180POR,POR,POR,IND,"Moda Center, Portland, Oregon",none,2019-03-18 22:30:00,2019-03-19 00:30:00,0,28,27,33,18,[],106,-1,2.0,"['lillada01', 'nurkiju01', 'harklma01', 'aminual01', 'laymaja01', 'curryse01', 'hoodro01', 'colliza01', 'kanteen01', 'turneev01', 'simonan01', 'trentga02', 'leoname01']","[42, 27]",1,771413022.0,59339463.23076923,69,31,17,24,26,[],98,-1,2.0,"['youngth01', 'turnemy01', 'matthwe02', 'bogdabo02', 'collida01', 'sabondo01', 'josepco01', 'evansty01', 'mcderdo01', 'leaftj01', 'oquinky01', 'holidaa01']","[44, 26]",0,721458402.0,60121533.5,70
201903180SAS,SAS,SAS,GSW,"AT&T Center, San Antonio, Texas",conference,2019-03-18 20:00:00,2019-03-18 22:00:00,0,25,33,24,29,[],111,8,2.0,"['derozde01', 'aldrila01', 'whitede01', 'poeltja01', 'forbebr01', 'gayru01', 'bertada01', 'belinma01', 'millspa02', 'pondequ01', 'eubandr01', 'cunnida01', 'walkelo01']","[41, 29]",1,879841052.0,67680080.92307693,70,25,22,31,27,[],105,2,2.0,"['thompkl01', 'curryst01', 'duranke01', 'greendr01', 'bogutan01', 'mckinal01', 'livinsh01', 'looneke01', 'cookqu01', 'belljo01', 'evansja02', 'jerebjo01', 'leeda03']","[47, 21]",1,1143851510.0,87988577.6923077,68
201903180TOR,TOR,TOR,NYK,"Scotiabank Arena, Toronto, Canada",division,2019-03-18 19:30:00,2019-03-18 21:30:00,0,38,35,28,27,[],128,-1,1.0,"['siakapa01', 'vanvlfr01', 'lowryky01', 'greenda02', 'gasolma01', 'linje01', 'mccawpa01', 'anunoog01', 'powelno01', 'moreler01', 'millema01', 'bouchch01', 'ibakase01']","[49, 21]",2,936065715.0,72005055.0,70,29,25,15,23,[],92,1,1.0,"['knoxke01', 'hezonma01', 'mudiaem01', 'jordade01', 'dotsoda01', 'trieral01', 'allenka01', 'robinmi01', 'jenkijo01', 'thomala01', 'kornelu01', 'ellenhe01']","[14, 56]",0,281896757.0,23491396.416666668,70
201903180WAS,UTA,WAS,UTA,"Capital One Arena, Washington, District of Columbia",none,2019-03-18 19:00:00,2019-03-18 21:00:00,0,24,21,26,24,[],95,1,2.0,"['bealbr01', 'satorto01', 'arizatr01', 'greenje02', 'portibo01', 'parkeja01', 'browntr01', 'bryanth01', 'mcraejo01', 'randlch01', 'mahinia01', 'dekkesa01', 'johnswe01']","[30, 40]",0,672974038.0,51767233.692307696,70,31,26,34,25,[],116,3,2.0,"['mitchdo01', 'goberru01', 'rubiori01', 'inglejo01', 'favorde01', 'crowdja01', 'onealro01', 'netora01', 'korveky01', 'sefolth01', 'niangge01', 'udohek01']","[40, 29]",0,738733846.0,61561153.833333336,69
201903190ATL,HOU,ATL,HOU,"State Farm Arena, Atlanta, Georgia",none,2019-03-19 19:30:00,2019-03-19 21:30:00,0,25,22,25,33,[],105,-2,2.0,"['youngtr01', 'collijo01', 'princta02', 'huertke01', 'dedmode01', 'cartevi01', 'bembrde01', 'bazemke01', 'adamsja01', 'lenal01', 'johnsbj01', 'anderju01', 'davisde01']","[24, 47]",0,460507176.0,35423628.92307692,71,25,28,31,37,[],121,2,2.0,"['tuckepj01', 'hardeja01', 'gordoer01', 'paulch01', 'capelca01', 'houseda01', 'riverau01', 'farieke01', 'greenge01', 'clarkga01', 'hilarne01', 'shumpim01']","[44, 26]",1,1223816431.0,101984702.58333331,70
201903190CHO,PHI,CHO,PHI,"Spectrum Center, Charlotte, North Carolina",conference,2019-03-19 19:00:00,2019-03-19 21:00:00,0,30,29,30,25,[],114,-1,2.0,"['bridgmi02', 'walkeke02', 'batumni01', 'willima02', 'biyombi01', 'lambje01', 'bacondw01', 'kaminfr01', 'grahade01', 'kiddgmi01', 'macksh01', 'monkma01', 'hernawi01']","[31, 38]",0,777912590.0,59839430.0,69,31,31,23,33,[],118,4,2.0,"['harrito02', 'simmobe01', 'butleji01', 'redicjj01', 'johnsam01', 'ennisja01', 'scottmi01', 'boldejo01', 'mccontj01', 'marjabo01', 'simmojo02']","[45, 25]",3,753660584.0,68514598.54545455,70
201903190LAC,LAC,LAC,IND,"STAPLES Center, Los Angeles, California",none,2019-03-19 22:30:00,2019-03-20 00:30:00,0,25,30,34,26,[],115,2,2.0,"['beverpa01', 'gallida01', 'shamela01', 'gilgesh01', 'zubaciv01', 'harremo01', 'willilo02', 'greenja01', 'templga01', 'chandwi01', 'thornsi01', 'wallaty01']","[41, 30]",0,575397166.0,47949763.833333336,71,16,33,26,34,[],109,-2,1.0,"['bogdabo02', 'matthwe02', 'youngth01', 'turnemy01', 'josepco01', 'evansty01', 'sabondo01', 'mcderdo01', 'holidaa01', 'oquinky01', 'leaftj01']","[44, 27]",1,677963440.0,61633040.0,71
