gameId,winner,teamHome,teamAway,timeOfDay,location,q1ScoreHome,q2ScoreHome,q3ScoreHome,q4ScoreHome,overtimeScoresHome,pointsHome,streakHome,daysSinceLastGameHome,homePlayerRoster,homeRecord,matchupWinsHome,q1ScoreAway,q2ScoreAway,q3ScoreAway,q4ScoreAway,overtimeScoresAway,pointsAway,streakAway,daysSinceLastGameAway,awayPlayerRoster,awayRecord,matchupWinsAway,rivalry
201903150LAC,LAC,LAC,CHI,10:30p,"STAPLES Center, Los Angeles, California",29,28,45,26,[],128,-1,3.0,"['gallida01', 'beverpa01', 'gilgesh01', 'shamela01', 'zubaciv01', 'willilo02', 'harremo01', 'greenja01', 'chandwi01', 'templga01', 'thornsi01', 'wallaty01']","[39, 30]",1,34,29,21,37,[],121,-3,3.0,"['lavinza01', 'lopezro01', 'porteot01', 'markkla01', 'dunnkr01', 'seldewa01', 'harrish01', 'luwawti01', 'feliccr01', 'arcidry01', 'blakean01']","[19, 50]",0,none
201903150MIA,MIL,MIA,MIL,8:00p,"AmericanAirlines Arena, Miami, Florida",37,25,18,18,[],98,1,2.0,"['richajo01', 'olynyke01', 'winslju01', 'adebaba01', 'waitedi01', 'wadedw01', 'dragigo01', 'whiteha01', 'jonesde02', 'mcgruro01', 'hasleud01', 'anderry01', 'johnsja01']","[32, 35]",1,19,23,37,34,[],113,1,3.0,"['antetgi01', 'bledser01', 'middlkh01', 'lopezbr01', 'brogdma01', 'mirotni01', 'connapa01', 'ilyaser01', 'snellto01', 'wilsodj01', 'hillge01', 'gasolpa01', 'divindo01']","[51, 17]",1,conference
201903150NOP,POR,NOP,POR,8:00p,"Smoothie King Center, New Orleans, Louisiana",37,20,25,28,[],110,-4,3.0,"['randlju01', 'paytoel01', 'jacksfr01', 'willike04', 'okafoja01', 'milleda01', 'clarkia01', 'diallch01', 'smithja02', 'johnsst04', 'davisan02', 'bertada02', 'hillso01']","[30, 40]",0,30,26,31,35,[],122,2,3.0,"['mccolcj01', 'lillada01', 'hoodro01', 'aminual01', 'nurkiju01', 'colliza01', 'kanteen01', 'curryse01', 'turneev01', 'laymaja01', 'labissk01', 'simonan01', 'leoname01']","[41, 26]",2,conference
201903150PHI,PHI,PHI,SAC,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",33,29,37,24,[],123,2,3.0,"['simmobe01', 'embiijo01', 'butleji01', 'harrito02', 'redicjj01', 'scottmi01', 'ennisja01', 'marjabo01', 'mccontj01', 'simmojo02', 'boldejo01', 'johnsam01']","[43, 25]",0,29,29,31,25,[],114,-2,1.0,"['barneha02', 'hieldbu01', 'caulewi01', 'foxde01', 'bjeline01', 'bogdabo01', 'baglema01', 'ferreyo01', 'gilesha01', 'breweco01', 'burksal01', 'koufoko01', 'swanica01']","[33, 34]",1,none
201903150SAS,SAS,SAS,NYK,8:30p,"AT&T Center, San Antonio, Texas",31,25,26,27,[],109,6,3.0,"['aldrila01', 'poeltja01', 'derozde01', 'forbebr01', 'whitede01', 'millspa02', 'belinma01', 'bertada01', 'gayru01', 'cunnida01', 'metuch01', 'walkelo01', 'pondequ01']","[39, 29]",0,20,21,28,14,[],83,-7,3.0,"['mudiaem01', 'dotsoda01', 'jordade01', 'knoxke01', 'vonleno01', 'allenka01', 'robinmi01', 'trieral01', 'thomala01', 'kornelu01', 'jenkijo01', 'ellenhe01', 'hezonma01']","[13, 55]",1,none
201903150WAS,CHO,WAS,CHO,7:00p,"Capital One Arena, Washington, District of Columbia",26,27,25,32,[],110,2,2.0,"['bealbr01', 'greenje02', 'arizatr01', 'portibo01', 'satorto01', 'parkeja01', 'bryanth01', 'browntr01', 'dekkesa01', 'randlch01', 'mahinia01', 'johnswe01']","[29, 39]",1,40,26,29,21,[],116,-2,4.0,"['walkeke02', 'batumni01', 'willima02', 'biyombi01', 'bridgmi02', 'lambje01', 'bacondw01', 'kaminfr01', 'kiddgmi01', 'parketo01', 'monkma01', 'grahade01', 'hernawi01']","[30, 37]",2,division
201903160BOS,BOS,BOS,ATL,12:30p,"TD Garden, Boston, Massachusetts",43,31,31,24,[],129,1,2.0,"['irvinky01', 'smartma01', 'morrima03', 'tatumja01', 'horfoal01', 'brownja02', 'baynear01', 'roziete01', 'theisda01', 'ojelese01', 'haywago01', 'wanambr01', 'williro04']","[42, 27]",3,36,26,30,28,[],120,2,3.0,"['collijo01', 'youngtr01', 'princta02', 'dedmode01', 'huertke01', 'bazemke01', 'cartevi01', 'bembrde01', 'adamsja01', 'lenal01', 'anderju01', 'johnsbj01', 'zellety01']","[24, 45]",0,conference
201903160DAL,DAL,DAL,CLE,8:30p,"American Airlines Center, Dallas, Texas",34,32,34,21,[],121,-7,2.0,"['hardati02', 'finnedo01', 'poweldw01', 'nowitdi01', 'brunsja01', 'klebima01', 'harride01', 'burketr01', 'jacksju01', 'antetko01', 'mejrisa01', 'broekry01', 'leeco01']","[27, 41]",1,26,31,31,28,[],116,-2,2.0,"['sextoco01', 'osmande01', 'loveke01', 'zizican01', 'knighbr03', 'clarkjo01', 'stausni01', 'chrisma01', 'nwabada01', 'thomptr01', 'fryech01', 'adelde01']","[17, 52]",0,none
201903160DEN,DEN,DEN,IND,9:00p,"Pepsi Center, Denver, Colorado",25,32,22,23,[],102,2,2.0,"['murraja01', 'bartowi01', 'jokicni01', 'millspa01', 'harriga01', 'morrimo01', 'plumlma01', 'beaslma01', 'hernaju01', 'craigto01', 'lylestr01', 'vandeja01', 'thomais02']","[45, 22]",0,36,24,15,25,[],100,2,2.0,"['turnemy01', 'youngth01', 'matthwe02', 'bogdabo02', 'collida01', 'sabondo01', 'josepco01', 'evansty01', 'mcderdo01', 'leaftj01', 'oquinky01', 'holidaa01']","[44, 25]",0,none
201903160NOP,PHO,NOP,PHO,7:00p,"Smoothie King Center, New Orleans, Louisiana",31,29,25,37,[],136,-5,1.0,"['paytoel01', 'jacksfr01', 'randlju01', 'willike04', 'davisan02', 'milleda01', 'diallch01', 'okafoja01', 'clarkia01', 'johnsst04', 'bertada02', 'smithja02', 'hillso01']","[30, 41]",2,34,32,23,33,[],138,-2,1.0,"['oubreke01', 'bookede01', 'bendedr01', 'meltode01', 'aytonde01', 'bridgmi01', 'jacksjo02', 'spaldra01', 'danietr01', 'holmeri01', 'okoboel01', 'johnsty01', 'crawfja01']","[16, 54]",0,conference
201903160OKC,GSW,OKC,GSW,8:30p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",27,19,25,17,[],88,-1,2.0,"['georgpa01', 'adamsst01', 'westbru01', 'fergute01', 'grantje01', 'schrode01', 'naderab01', 'morrima02', 'noelne01', 'burtode02', 'diallha01', 'pattepa01', 'feltora01']","[42, 27]",1,40,24,23,23,[],110,1,3.0,"['greendr01', 'thompkl01', 'curryst01', 'couside01', 'iguodan01', 'looneke01', 'mckinal01', 'livinsh01', 'cookqu01', 'belljo01', 'jerebjo01', 'evansja02', 'leeda03']","[46, 21]",1,conference
201903160SAS,SAS,SAS,POR,8:30p,"AT&T Center, San Antonio, Texas",23,25,24,36,[],108,7,1.0,"['aldrila01', 'derozde01', 'whitede01', 'forbebr01', 'poeltja01', 'belinma01', 'millspa02', 'gayru01', 'bertada01', 'cunnida01', 'pondequ01', 'walkelo01', 'eubandr01']","[40, 29]",1,21,29,26,27,[],103,3,1.0,"['lillada01', 'nurkiju01', 'harklma01', 'aminual01', 'mccolcj01', 'hoodro01', 'laymaja01', 'curryse01', 'turneev01', 'kanteen01', 'colliza01', 'leoname01', 'labissk01']","[42, 26]",2,conference
201903160UTA,UTA,UTA,BRK,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",28,31,24,31,[],114,2,2.0,"['mitchdo01', 'goberru01', 'inglejo01', 'rubiori01', 'favorde01', 'crowdja01', 'onealro01', 'korveky01', 'netora01', 'niangge01', 'udohek01']","[39, 29]",1,21,21,22,34,[],98,-1,3.0,"['leverca01', 'russeda01', 'harrijo01', 'allenja01', 'kurucro01', 'dinwisp01', 'grahatr01', 'carrode01', 'davised01', 'dudleja01', 'pinsoth01', 'holliro01', 'willial03']","[36, 34]",0,none
201903160WAS,WAS,WAS,MEM,7:00p,"Capital One Arena, Washington, District of Columbia",35,34,36,30,[],135,-1,1.0,"['bealbr01', 'satorto01', 'greenje02', 'arizatr01', 'portibo01', 'parkeja01', 'browntr01', 'bryanth01', 'randlch01', 'mcraejo01', 'mahinia01', 'dekkesa01', 'johnswe01']","[29, 40]",0,37,34,32,25,[],128,-1,3.0,"['conlemi01', 'bradlav01', 'holidju01', 'valanjo01', 'cabocbr01', 'noahjo01', 'wrighde01', 'parsoch01', 'rabbiv01', 'dorsety01', 'milescj01']","[28, 41]",1,none
201903170DET,DET,DET,TOR,4:00p,"Little Caesars Arena, Detroit, Michigan",25,25,28,32,[],110,1,2.0,"['drumman01', 'griffbl01', 'ellinwa01', 'jacksre01', 'brownbr01', 'gallola01', 'kennalu01', 'smithis01', 'makerth01', 'pachuza01', 'robingl02', 'thomakh01', 'leuerjo01']","[35, 33]",2,21,26,37,23,[],107,1,3.0,"['gasolma01', 'leonaka01', 'siakapa01', 'greenda02', 'linje01', 'vanvlfr01', 'anunoog01', 'powelno01', 'moreler01', 'mccawpa01', 'millema01', 'ibakase01', 'bouchch01']","[49, 20]",0,conference
201903170HOU,HOU,HOU,MIN,9:00p,"Toyota Center, Houston, Texas",26,24,43,24,[],117,1,2.0,"['hardeja01', 'capelca01', 'paulch01', 'gordoer01', 'tuckepj01', 'shumpim01', 'houseda01', 'greenge01', 'hilarne01', 'clarkga01', 'farieke01', 'riverau01']","[43, 26]",0,30,19,29,24,[],102,-2,3.0,"['okogijo01', 'wiggian01', 'townska01', 'jonesty01', 'saricda01', 'gibsota01', 'bateske01', 'bayleje01', 'reynoca01', 'tollian01', 'dienggo01', 'terreja01', 'rosede01']","[32, 37]",2,conference
201903170LAC,LAC,LAC,BRK,9:00p,"STAPLES Center, Los Angeles, California",23,37,27,32,[],119,1,2.0,"['gilgesh01', 'gallida01', 'beverpa01', 'shamela01', 'zubaciv01', 'harremo01', 'willilo02', 'templga01', 'greenja01', 'chandwi01', 'thornsi01', 'wallaty01', 'robinje01']","[40, 30]",1,30,25,32,29,[],116,-2,1.0,"['russeda01', 'leverca01', 'harrijo01', 'allenja01', 'kurucro01', 'dinwisp01', 'carrode01', 'grahatr01', 'davised01', 'dudleja01', 'pinsoth01', 'napiesh01', 'holliro01']","[36, 35]",0,none
201903170MIA,MIA,MIA,CHO,1:00p,"AmericanAirlines Arena, Miami, Florida",19,20,22,32,[],93,-1,2.0,"['richajo01', 'olynyke01', 'adebaba01', 'jonesde02', 'waitedi01', 'wadedw01', 'dragigo01', 'whiteha01', 'johnsja01', 'mcgruro01', 'robindu01', 'hasleud01', 'anderry01']","[32, 36]",1,20,19,21,15,[],75,1,2.0,"['walkeke02', 'batumni01', 'willima02', 'biyombi01', 'bridgmi02', 'lambje01', 'kaminfr01', 'bacondw01', 'parketo01', 'kiddgmi01', 'monkma01', 'grahade01', 'hernawi01']","[31, 37]",2,division
201903170MIL,PHI,MIL,PHI,3:30p,"Fiserv Forum, Milwaukee, Wisconsin",28,25,29,43,[],125,2,2.0,"['antetgi01', 'middlkh01', 'lopezbr01', 'bledser01', 'mirotni01', 'connapa01', 'ilyaser01', 'wilsodj01', 'hillge01', 'snellto01', 'woodch01', 'divindo01', 'gasolpa01']","[52, 17]",1,31,31,27,41,[],130,3,2.0,"['embiijo01', 'simmobe01', 'butleji01', 'harrito02', 'redicjj01', 'scottmi01', 'mccontj01', 'ennisja01', 'marjabo01', 'johnsam01', 'simmojo02', 'boldejo01']","[44, 25]",0,conference
201903170NYK,NYK,NYK,LAL,12:00p,"Madison Square Garden (IV), New York, New York",41,22,31,30,[],124,-8,2.0,"['dotsoda01', 'knoxke01', 'hezonma01', 'jordade01', 'mudiaem01', 'allenka01', 'trieral01', 'robinmi01', 'thomala01', 'ellenhe01', 'kornelu01', 'jenkijo01']","[13, 56]",1,30,36,30,27,[],123,-2,2.0,"['jamesle01', 'kuzmaky01', 'rondora01', 'bullore01', 'mcgeeja01', 'carusal01', 'caldwke01', 'willijo04', 'hartjo01', 'wagnemo01', 'bongais01', 'ingraan01', 'muscami01']","[31, 38]",0,none
201903170ORL,ORL,ORL,ATL,6:00p,"Amway Center, Orlando, Florida",28,28,19,26,[],101,1,3.0,"['gordoaa01', 'vucevni01', 'augusdj01', 'fournev01', 'isaacjo01', 'iwundwe01', 'rosste01', 'cartemi01', 'birchkh01', 'jeffeam01', 'frazime01', 'martija01', 'grantje02']","[32, 38]",2,25,21,22,23,[],91,-1,1.0,"['youngtr01', 'princta02', 'dedmode01', 'huertke01', 'collijo01', 'cartevi01', 'bazemke01', 'lenal01', 'bembrde01', 'adamsja01', 'johnsbj01', 'anderju01', 'zellety01']","[24, 46]",0,division
201903170SAC,SAC,SAC,CHI,6:00p,"Golden 1 Center, Sacramento, California",24,32,43,30,[],129,-3,2.0,"['barneha02', 'foxde01', 'hieldbu01', 'caulewi01', 'bjeline01', 'bogdabo01', 'breweco01', 'baglema01', 'gilesha01', 'ferreyo01', 'burksal01', 'koufoko01', 'masonfr01']","[33, 35]",1,23,17,31,31,[],102,-4,2.0,"['lavinza01', 'lopezro01', 'porteot01', 'markkla01', 'dunnkr01', 'seldewa01', 'luwawti01', 'arcidry01', 'harrish01', 'feliccr01', 'blakean01', 'hutchch01']","[19, 51]",0,none
201903180BOS,DEN,BOS,DEN,7:30p,"TD Garden, Boston, Massachusetts",22,30,28,25,[],105,2,2.0,"['tatumja01', 'irvinky01', 'morrima03', 'horfoal01', 'smartma01', 'roziete01', 'brownja02', 'baynear01', 'theisda01', 'ojelese01', 'doziepj01', 'yabusgu01', 'wanambr01']","[43, 27]",0,24,31,25,34,[],114,3,2.0,"['jokicni01', 'bartowi01', 'harriga01', 'murraja01', 'millspa01', 'craigto01', 'plumlma01', 'morrimo01', 'beaslma01', 'thomais02', 'vandeja01', 'hernaju01', 'lylestr01']","[46, 22]",1,none
201903180CLE,CLE,CLE,DET,7:00p,"Quicken Loans Arena, Cleveland, Ohio",25,35,27,39,[],126,-3,2.0,"['nwabada01', 'osmande01', 'sextoco01', 'knighbr03', 'zizican01', 'clarkjo01', 'stausni01', 'chrisma01', 'fryech01', 'loveke01', 'dellama01', 'nancela02']","[17, 53]",0,32,29,27,31,[],119,2,1.0,"['drumman01', 'makerth01', 'ellinwa01', 'jacksre01', 'brownbr01', 'gallola01', 'smithis01', 'kennalu01', 'robingl02', 'pachuza01', 'caldejo01', 'thomakh01']","[36, 33]",3,division
201903180DAL,NOP,DAL,NOP,8:30p,"American Airlines Center, Dallas, Texas",34,25,20,31,[],125,1,2.0,"['brunsja01', 'doncilu01', 'poweldw01', 'hardati02', 'nowitdi01', 'finnedo01', 'klebima01', 'harride01', 'mejrisa01', 'jacksju01', 'burketr01', 'broekry01', 'leeco01']","[28, 41]",1,28,21,35,26,[],129,-6,2.0,"['jacksfr01', 'willike04', 'paytoel01', 'randlju01', 'davisan02', 'milleda01', 'diallch01', 'clarkia01', 'bertada02', 'okafoja01', 'johnsst04', 'smithja02', 'hillso01']","[30, 42]",2,division
201903180OKC,MIA,OKC,MIA,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",25,30,20,32,[],107,-2,2.0,"['grantje01', 'georgpa01', 'fergute01', 'schrode01', 'adamsst01', 'morrima02', 'naderab01', 'feltora01', 'burtode02', 'pattepa01', 'diallha01', 'noelne01', 'westbru01']","[42, 28]",1,27,31,28,30,[],116,1,1.0,"['richajo01', 'olynyke01', 'adebaba01', 'waitedi01', 'jonesde02', 'wadedw01', 'dragigo01', 'johnsja01', 'whiteha01', 'anderry01', 'hasleud01', 'robindu01', 'matenya01']","[33, 36]",0,none
201903180PHO,CHI,PHO,CHI,10:00p,"Talking Stick Resort Arena, Phoenix, Arizona",20,23,30,28,[],101,1,2.0,"['bridgmi01', 'bookede01', 'aytonde01', 'bendedr01', 'meltode01', 'jacksjo02', 'crawfja01', 'danietr01', 'spaldra01', 'okoboel01', 'johnsty01']","[17, 54]",0,34,22,30,30,[],116,-5,1.0,"['lavinza01', 'harrish01', 'markkla01', 'dunnkr01', 'lopezro01', 'arcidry01', 'seldewa01', 'feliccr01', 'blakean01', 'luwawti01', 'hutchch01']","[19, 52]",1,none
201903180POR,POR,POR,IND,10:30p,"Moda Center, Portland, Oregon",28,27,33,18,[],106,-1,2.0,"['lillada01', 'nurkiju01', 'harklma01', 'aminual01', 'laymaja01', 'curryse01', 'hoodro01', 'colliza01', 'kanteen01', 'turneev01', 'simonan01', 'trentga02', 'leoname01']","[42, 27]",1,31,17,24,26,[],98,-1,2.0,"['youngth01', 'turnemy01', 'matthwe02', 'bogdabo02', 'collida01', 'sabondo01', 'josepco01', 'evansty01', 'mcderdo01', 'leaftj01', 'oquinky01', 'holidaa01']","[44, 26]",0,none
201903180SAS,SAS,SAS,GSW,8:00p,"AT&T Center, San Antonio, Texas",25,33,24,29,[],111,8,2.0,"['derozde01', 'aldrila01', 'whitede01', 'poeltja01', 'forbebr01', 'gayru01', 'bertada01', 'belinma01', 'millspa02', 'pondequ01', 'eubandr01', 'cunnida01', 'walkelo01']","[41, 29]",1,25,22,31,27,[],105,2,2.0,"['thompkl01', 'curryst01', 'duranke01', 'greendr01', 'bogutan01', 'mckinal01', 'livinsh01', 'looneke01', 'cookqu01', 'belljo01', 'evansja02', 'jerebjo01', 'leeda03']","[47, 21]",1,conference
201903180TOR,TOR,TOR,NYK,7:30p,"Scotiabank Arena, Toronto, Canada",38,35,28,27,[],128,-1,1.0,"['siakapa01', 'vanvlfr01', 'lowryky01', 'greenda02', 'gasolma01', 'linje01', 'mccawpa01', 'anunoog01', 'powelno01', 'moreler01', 'millema01', 'bouchch01', 'ibakase01']","[49, 21]",2,29,25,15,23,[],92,1,1.0,"['knoxke01', 'hezonma01', 'mudiaem01', 'jordade01', 'dotsoda01', 'trieral01', 'allenka01', 'robinmi01', 'jenkijo01', 'thomala01', 'kornelu01', 'ellenhe01']","[14, 56]",0,division
201903180WAS,UTA,WAS,UTA,7:00p,"Capital One Arena, Washington, District of Columbia",24,21,26,24,[],95,1,2.0,"['bealbr01', 'satorto01', 'arizatr01', 'greenje02', 'portibo01', 'parkeja01', 'browntr01', 'bryanth01', 'mcraejo01', 'randlch01', 'mahinia01', 'dekkesa01', 'johnswe01']","[30, 40]",0,31,26,34,25,[],116,3,2.0,"['mitchdo01', 'goberru01', 'rubiori01', 'inglejo01', 'favorde01', 'crowdja01', 'onealro01', 'netora01', 'korveky01', 'sefolth01', 'niangge01', 'udohek01']","[40, 29]",0,none
201903190ATL,HOU,ATL,HOU,7:30p,"State Farm Arena, Atlanta, Georgia",25,22,25,33,[],105,-2,2.0,"['youngtr01', 'collijo01', 'princta02', 'huertke01', 'dedmode01', 'cartevi01', 'bembrde01', 'bazemke01', 'adamsja01', 'lenal01', 'johnsbj01', 'anderju01', 'davisde01']","[24, 47]",0,25,28,31,37,[],121,2,2.0,"['tuckepj01', 'hardeja01', 'gordoer01', 'paulch01', 'capelca01', 'houseda01', 'riverau01', 'farieke01', 'greenge01', 'clarkga01', 'hilarne01', 'shumpim01']","[44, 26]",1,none
201903190CHO,PHI,CHO,PHI,7:00p,"Spectrum Center, Charlotte, North Carolina",30,29,30,25,[],114,-1,2.0,"['bridgmi02', 'walkeke02', 'batumni01', 'willima02', 'biyombi01', 'lambje01', 'bacondw01', 'kaminfr01', 'grahade01', 'kiddgmi01', 'macksh01', 'monkma01', 'hernawi01']","[31, 38]",0,31,31,23,33,[],118,4,2.0,"['harrito02', 'simmobe01', 'butleji01', 'redicjj01', 'johnsam01', 'ennisja01', 'scottmi01', 'boldejo01', 'mccontj01', 'marjabo01', 'simmojo02']","[45, 25]",3,conference
201903190LAC,LAC,LAC,IND,10:30p,"STAPLES Center, Los Angeles, California",25,30,34,26,[],115,2,2.0,"['beverpa01', 'gallida01', 'shamela01', 'gilgesh01', 'zubaciv01', 'harremo01', 'willilo02', 'greenja01', 'templga01', 'chandwi01', 'thornsi01', 'wallaty01']","[41, 30]",0,16,33,26,34,[],109,-2,1.0,"['bogdabo02', 'matthwe02', 'youngth01', 'turnemy01', 'josepco01', 'evansty01', 'sabondo01', 'mcderdo01', 'holidaa01', 'oquinky01', 'leaftj01']","[44, 27]",1,none
201903190MIL,MIL,MIL,LAL,8:00p,"Fiserv Forum, Milwaukee, Wisconsin",35,26,38,16,[],115,-1,2.0,"['middlkh01', 'lopezbr01', 'bledser01', 'mirotni01', 'snellto01', 'connapa01', 'wilsodj01', 'hillge01', 'fraziti01', 'ilyaser01', 'brownst02', 'antetgi01', 'divindo01']","[52, 18]",1,24,34,26,17,[],101,-3,2.0,"['rondora01', 'kuzmaky01', 'mcgeeja01', 'bullore01', 'muscami01', 'caldwke01', 'carusal01', 'hartjo01', 'wagnemo01', 'willijo04', 'bongais01', 'ingraan01', 'chandty01']","[31, 39]",0,none
201903190MIN,GSW,MIN,GSW,8:00p,"Target Center, Minneapolis, Minnesota",27,20,28,32,[],107,-3,2.0,"['wiggian01', 'townska01', 'jonesty01', 'okogijo01', 'saricda01', 'tollian01', 'bayleje01', 'bateske01', 'gibsota01', 'reynoca01', 'dienggo01', 'terreja01']","[32, 38]",0,30,29,32,26,[],117,-1,1.0,"['thompkl01', 'duranke01', 'curryst01', 'greendr01', 'bogutan01', 'iguodan01', 'jerebjo01', 'mckinal01', 'looneke01', 'cookqu01', 'belljo01', 'leeda03', 'evansja02']","[47, 22]",2,conference
201903190SAC,BRK,SAC,BRK,10:00p,"Golden 1 Center, Sacramento, California",38,28,37,18,[],121,1,2.0,"['barneha02', 'hieldbu01', 'foxde01', 'bjeline01', 'caulewi01', 'baglema01', 'gilesha01', 'bogdabo01', 'breweco01', 'ferreyo01', 'masonfr01', 'koufoko01', 'burksal01']","[34, 35]",0,25,33,20,45,[],123,-3,2.0,"['russeda01', 'kurucro01', 'leverca01', 'allenja01', 'harrijo01', 'dinwisp01', 'carrode01', 'grahatr01', 'holliro01', 'davised01', 'dudleja01', 'willial03', 'pinsoth01']","[36, 36]",1,none
201903200CHI,CHI,CHI,WAS,8:00p,"United Center, Chicago, Illinois",35,25,25,28,[],126,1,2.0,"['dunnkr01', 'harrish01', 'markkla01', 'lopezro01', 'blakean01', 'arcidry01', 'luwawti01', 'feliccr01', 'seldewa01', 'lavinza01', 'hutchch01']","[20, 52]",1,28,32,21,32,[],120,-1,2.0,"['bealbr01', 'satorto01', 'portibo01', 'greenje02', 'arizatr01', 'parkeja01', 'browntr01', 'randlch01', 'bryanth01', 'johnswe01', 'dekkesa01', 'mahinia01']","[30, 41]",1,conference
201903200CLE,CLE,CLE,MIL,7:00p,"Quicken Loans Arena, Cleveland, Ohio",30,28,23,26,[],107,1,2.0,"['sextoco01', 'osmande01', 'knighbr03', 'zizican01', 'loveke01', 'clarkjo01', 'nancela02', 'nwabada01', 'stausni01', 'thomptr01', 'chrisma01', 'fryech01', 'adelde01']","[18, 53]",0,24,23,34,21,[],102,1,1.0,"['middlkh01', 'lopezbr01', 'bledser01', 'snellto01', 'ilyaser01', 'connapa01', 'wilsodj01', 'fraziti01', 'divindo01', 'antetgi01', 'hillge01', 'colsobo01', 'brownst02']","[53, 18]",2,division
201903200MEM,MEM,MEM,HOU,8:00p,"FedEx Forum, Memphis, Tennessee",38,25,34,18,[],126,-2,4.0,"['conlemi01', 'wrighde01', 'cabocbr01', 'holidju01', 'valanjo01', 'parsoch01', 'dorsety01', 'noahjo01', 'watanyu01', 'carteje01', 'rabbiv01', 'bradlav01', 'washbju01']","[28, 42]",0,25,28,25,37,[],125,3,1.0,"['hardeja01', 'capelca01', 'paulch01', 'tuckepj01', 'shumpim01', 'houseda01', 'riverau01', 'greenge01', 'hilarne01', 'gordoer01', 'clarkga01', 'farieke01']","[45, 26]",3,division
201903200NYK,UTA,NYK,UTA,7:30p,"Madison Square Garden (IV), New York, New York",25,22,32,37,[],116,-1,2.0,"['knoxke01', 'dotsoda01', 'mudiaem01', 'hezonma01', 'jordade01', 'robinmi01', 'ellenhe01', 'kornelu01', 'thomala01', 'jenkijo01', 'allenka01']","[14, 57]",0,39,35,37,26,[],137,4,2.0,"['mitchdo01', 'favorde01', 'goberru01', 'inglejo01', 'rubiori01', 'crowdja01', 'korveky01', 'onealro01', 'netora01', 'sefolth01', 'allengr01', 'udohek01', 'niangge01']","[41, 29]",1,none
201903200OKC,TOR,OKC,TOR,9:30p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",31,24,23,32,[],114,-3,2.0,"['westbru01', 'grantje01', 'adamsst01', 'georgpa01', 'fergute01', 'schrode01', 'morrima02', 'naderab01', 'noelne01', 'burtode02', 'diallha01', 'pattepa01', 'feltora01']","[42, 29]",0,39,24,29,18,[],123,1,2.0,"['siakapa01', 'leonaka01', 'vanvlfr01', 'greenda02', 'gasolma01', 'ibakase01', 'powelno01', 'linje01', 'anunoog01', 'mccawpa01', 'moreler01', 'bouchch01', 'millema01']","[50, 21]",0,none
201903200ORL,ORL,ORL,NOP,7:00p,"Amway Center, Orlando, Florida",39,29,30,21,[],119,2,3.0,"['gordoaa01', 'isaacjo01', 'fournev01', 'vucevni01', 'augusdj01', 'rosste01', 'iwundwe01', 'cartemi01', 'birchkh01', 'martija01', 'grantje02', 'jeffeam01', 'frazime01', 'bambamo01']","[33, 38]",1,25,21,21,29,[],96,1,2.0,"['jacksfr01', 'okafoja01', 'willike04', 'paytoel01', 'randlju01', 'clarkia01', 'johnsst04', 'milleda01', 'diallch01', 'bertada02', 'hillso01', 'woodch01', 'davisan02']","[31, 42]",0,none
201903200PHI,PHI,PHI,BOS,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",30,28,27,33,[],118,5,1.0,"['simmobe01', 'embiijo01', 'butleji01', 'harrito02', 'redicjj01', 'scottmi01', 'ennisja01', 'mccontj01', 'marjabo01', 'simmojo02', 'boldejo01', 'johnsam01', 'pattoju01']","[46, 25]",0,39,30,21,25,[],115,-1,2.0,"['irvinky01', 'morrima03', 'horfoal01', 'tatumja01', 'smartma01', 'brownja02', 'roziete01', 'baynear01', 'ojelese01', 'theisda01', 'wanambr01', 'williro04', 'yabusgu01']","[43, 28]",3,division
201903200POR,POR,POR,DAL,10:00p,"Moda Center, Portland, Oregon",26,39,36,25,[],126,1,2.0,"['lillada01', 'harklma01', 'laymaja01', 'nurkiju01', 'aminual01', 'curryse01', 'hoodro01', 'kanteen01', 'turneev01', 'colliza01', 'trentga02', 'simonan01', 'leoname01']","[43, 27]",1,17,35,31,35,[],118,-1,2.0,"['doncilu01', 'brunsja01', 'poweldw01', 'hardati02', 'nowitdi01', 'jacksju01', 'burketr01', 'mejrisa01', 'leeco01', 'finnedo01', 'harride01', 'antetko01', 'broekry01']","[28, 42]",2,conference
201903200SAS,MIA,SAS,MIA,8:30p,"AT&T Center, San Antonio, Texas",22,25,31,27,[],105,9,2.0,"['aldrila01', 'derozde01', 'forbebr01', 'whitede01', 'poeltja01', 'gayru01', 'millspa02', 'bertada01', 'belinma01', 'cunnida01', 'walkelo01', 'pondequ01', 'eubandr01']","[42, 29]",0,24,38,28,20,[],110,2,2.0,"['richajo01', 'waitedi01', 'jonesde02', 'adebaba01', 'olynyke01', 'johnsja01', 'dragigo01', 'wadedw01', 'whiteha01', 'hasleud01', 'anderry01', 'robindu01', 'matenya01']","[34, 36]",1,none
